"facility_id","data_collection_year","lfg_collection_system_in_place","lfg_collected_mmscfd","lfg_flared_mmscfd","data_source_id","created_date","modified_date","data_source_location_id"
1524,2022,"Yes","4.787","4.787",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3780,2022,"Yes","0.303","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1946,2022,"Yes","2.501","0.001",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1778,2022,"Yes","5.539",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4581,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6149,2022,"Yes","2.405","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3080,2022,"Yes","1.66",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2198,2022,"Yes","0.449",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5801,2022,"Yes","2.381","2.381",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1523,2022,"Yes","3.821","0.617",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2375,2022,"Yes","1.745","0.004",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5846,2022,"Yes","1.572","1.572",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4280,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1516,2022,"Yes","0.412","0.081",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4389,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4968,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3525,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3091,2022,"Yes","0.176","0.176",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5128,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5279,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1656,2022,"Yes","0.66",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1883,2022,"Yes","0.84","0.84",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2916,2022,"Yes","3.272","0.621",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5003,2022,"Yes","0.268","0.268",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4656,2022,"Yes","6.335","2.114",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2985,2022,"Yes","1.729","1.729",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6529,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3138,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4994,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1739,2022,"Yes","0.284","0.284",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1740,2022,"Yes","0.355","0.355",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1621,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3216,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2190,2022,"Yes","2.281","2.281",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2184,2022,"Yes","2.273","2.273",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2757,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6474,2022,"Yes","1.554",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1264,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2127,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5809,2022,"Yes","0.808","0.808",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4191,2022,"Yes","0.72","0.72",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5576,2022,"Yes","3.186",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1167,2022,"Yes","3.332","0.498",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1799,2022,"Yes","1.556","0.227",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3645,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6319,2022,"Yes","2.153","0.92",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5194,2022,"Yes","1.972",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3916,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2040,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6078,2022,"Yes","1.49","0.88",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4746,2022,"Yes","2.644","0.504",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2118,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2802,2022,"Yes","0.786",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1256,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3498,2022,"Yes","0.5",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1339,2022,"Yes","1.565","1.565",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1594,2022,"Yes","3.251","0.214",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5930,2022,"Yes","0.35",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4240,2022,"Yes","5.725",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3458,2022,"Yes","2.499","0.075",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2069,2022,"Yes","3.705",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5023,2022,"Yes","1.906","1.906",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6030,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6595,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6112,2022,"Yes","2.098",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1141,2022,"Yes","7.751",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2529,2022,"Yes","2.885","0.24",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4355,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4972,2022,"Yes","1.924","1.924",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3934,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5051,2022,"Yes","3.368",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6369,2022,"Yes","0.916","0.916",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5761,2022,"Yes","2.552","1.44",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3004,2022,"Yes","0.351",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5867,2022,"Yes","1.727","0.185",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1677,2022,"Yes","0.071","0.071",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5048,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3141,2022,"Yes","2.634","0.536",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1693,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2571,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4495,2022,"Yes","0.358","0.358",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3878,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4711,2022,"Shutdown","2.0",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6450,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2643,2022,"Yes","3.375",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2861,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3814,2022,"Yes","2.173","0.543",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1914,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1134,2022,"Yes","0.402","0.029204168",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2968,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1757,2022,"Yes","3.195","0.182",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6265,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4132,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1898,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5231,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4950,2022,"Yes","0.225","0.225",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4361,2022,"Yes","2.805",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4332,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3664,2022,"Yes","18.32",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3106,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6128,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1702,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2589,2022,"Yes","1.416","1.416",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3935,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5848,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3302,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1738,2022,"Yes","3.566",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5468,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3282,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1197,2022,"Yes","1.143","1.143",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2395,2022,"Yes","2.055",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1199,2022,"Yes","1.782","1.782",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1231,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1119,2022,"Yes","0.725",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1450,2022,"Yes","2.916","0.895",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2015,2022,"Yes","2.568",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5281,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2292,2022,"Yes","4.72","4.72",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1070,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1734,2022,"Yes","3.466",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2736,2022,"Yes","2.019",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3788,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3000,2022,"Yes","3.192","3.192",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6317,2022,"Yes","0.28","0.28",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2199,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2738,2022,"Yes","4.559",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2732,2022,"Yes","0.723","0.033",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3811,2022,"Yes","1.774","1.526",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2665,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6132,2022,"Yes","1.296","1.296",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4059,2022,"Yes","1.86","0.07",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2317,2022,"Yes","0.148",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3834,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2226,2022,"Yes","1.118","1.118",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2541,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1455,2022,"Yes","2.116","2.116",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1616,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3870,2022,"Yes","1.042",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6541,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5804,2022,"Yes","1.231","1.231",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6509,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2727,2022,"Yes","0.177","0.177",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6447,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4665,2022,"Yes","1.238","1.238",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1902,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6143,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2881,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5182,2022,"Yes","0.805","0.077",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6226,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6303,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3520,2022,"Yes","2.523","2.523",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3193,2022,"Yes","0.509","0.509",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4010,2022,"Yes","0.286","0.286",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2990,2022,"Yes","1.541","0.273",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1680,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4352,2022,"Yes","1.438","1.438",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3325,2022,"Yes","1.369","1.369",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5771,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1853,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6428,2022,"Yes","1.11","1.11",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5022,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6177,2022,"Shutdown","0.039","0.039",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6430,2022,"Yes","0.002",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6421,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4741,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2019,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4497,2022,"Yes","1.122","0.05",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1429,2022,"Shutdown","0.122","0.122",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3291,2022,"Yes","1.219","1.219",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2361,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3808,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6407,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2182,2022,"Yes","0.377",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3888,2022,"Yes","0.577","0.577",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1625,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4965,2022,"Yes","2.39",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5242,2022,"Yes","0.131","0.131",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6471,2022,"Yes","2.507",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3310,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1916,2022,"Yes","2.076",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5309,2022,"Yes","0.625",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3003,2022,"Yes","5.082",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2632,2022,"Yes","2.119","0.559",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2192,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5258,2022,"Yes","2.967","1.51",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2921,2022,"Yes","0.473","0.013",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2697,2022,"Yes","2.011","2.011",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5903,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2140,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4149,2022,"Yes","0.181","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5807,2022,"Yes","0.195","0.195",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2284,2022,"Yes","4.904","4.904",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1182,2022,"Yes","0.916","0.916",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5663,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3900,2022,"Yes","1.567","1.567",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4980,2022,"Yes","4.727","1.827",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2082,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2131,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2130,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5056,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1688,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3518,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6527,2022,"Yes","2.083","0.84",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2532,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1204,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3286,2022,"Yes","7.656","2.876",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5919,2022,"Yes","4.586","4.586",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4482,2022,"Yes","1.34","1.34",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2547,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6416,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1164,2022,"Yes","0.367","0.367",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2423,2022,"Yes","0.314","0.314",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2557,2022,"Yes","3.35",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6283,2022,"Yes","1.646","1.646",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1775,2022,"Yes","0.053","0.053",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2097,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5699,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2742,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1617,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2969,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1433,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6448,2022,"Yes","2.79",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5829,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4351,2022,"Shutdown","0.265","0.265",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1246,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4226,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5214,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5844,2022,"Yes","1.097","1.097",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1852,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3447,2022,"Yes","0.77","0.77",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2217,2022,"Yes","4.017",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3985,2022,"Yes","1.005","1.005",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6088,2022,"Yes","1.94","1.94",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5596,2022,"Yes","0.045",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4589,2022,"Yes","1.706","1.706",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3812,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3882,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5500,2022,"Yes","1.509","1.509",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4747,2022,"Yes","6.062","0.532",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6523,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2234,2022,"Yes","1.35",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2767,2022,"Shutdown","0.01","0.01",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2303,2022,"Yes","2.05",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5245,2022,"Yes","0.21",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3083,2022,"Yes","2.331",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2737,2022,"Yes","0.0","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1558,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3457,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1806,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1477,2022,"Yes","0.331","0.331",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6089,2022,"Yes","0.909","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
